year,sex,race,hispanic_origin,age,marital_status,household_income,population,region,residence_location,victim_offender_relationship,weapon_category,crime_type,injury,incident_location
2012,female,white,non-hispanic,21 to 24,never married,25000 - 34999,not a place,northeast,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,35 to 49,divorced,7500 - 14999,100000 - 249999,south,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,unknown,1000000 or more,northeast,urban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,never married,unknown,1000000 or more,northeast,urban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,never married,unknown,1000000 or more,northeast,urban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,never married,unknown,1000000 or more,northeast,urban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,divorced,75000 or more,250000 - 499999,south,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,35 to 49,married,unknown,not a place,west,suburban,other relatives,no weapon,aggravated assault,yes,at or near victim's home
2012,female,white,non-hispanic,35 to 49,married,25000 - 34999,under 100000,south,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,female,black,non-hispanic,25 to 34,never married,unknown,250000 - 499999,south,urban,unknown relationship,firearm,aggravated assault,no,at or near victim's home
2012,female,white,non-hispanic,25 to 34,never married,less than 7500,under 100000,south,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,married,15000 - 24999,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,35 to 49,divorced,unknown,not a place,midwest,rural,intimates,firearm,robbery,no,at or near victim's home
2012,male,white,non-hispanic,35 to 49,divorced,unknown,not a place,midwest,rural,well-known acquaintances,knife,aggravated assault,yes,at or near victim's home
2012,male,white,non-hispanic,35 to 49,divorced,unknown,not a place,midwest,rural,stranger,knife,aggravated assault,no,at or near victim's home
2012,male,white,non-hispanic,15 to 17,never married,75000 or more,not a place,south,suburban,well-known acquaintances,do not know,simple assault,yes,school
2012,female,white,non-hispanic,15 to 17,never married,25000 - 34999,under 100000,south,rural,other relatives,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,50 to 64,married,50000 - 74999,100000 - 249999,west,urban,other relatives,no weapon,robbery,yes,at or near victim's home
2012,female,white,non-hispanic,50 to 64,married,50000 - 74999,100000 - 249999,west,urban,other relatives,no weapon,robbery,yes,at or near victim's home
2012,female,white,hispanic,15 to 17,never married,15000 - 24999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2012,female,white,hispanic,15 to 17,never married,15000 - 24999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,yes,other location
2012,male,black,non-hispanic,21 to 24,never married,unknown,under 100000,west,urban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2012,male,white,hispanic,35 to 49,married,25000 - 34999,1000000 or more,west,urban,stranger,knife,robbery,yes,commercial place parking lot or public area
2012,male,white,hispanic,15 to 17,never married,25000 - 34999,100000 - 249999,west,suburban,stranger,no weapon,simple assault,yes,commercial place parking lot or public area
2012,female,white,hispanic,21 to 24,never married,unknown,1000000 or more,west,urban,well-known acquaintances,no weapon,simple assault,yes,commercial place parking lot or public area
2012,female,white,non-hispanic,65 and older,married,75000 or more,under 100000,south,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,21 to 24,never married,less than 7500,under 100000,west,rural,other relatives,no weapon,robbery,no,at or near victim's home
2012,female,other,non-hispanic,25 to 34,never married,unknown,1000000 or more,west,urban,stranger,firearm,robbery,no,commercial place parking lot or public area
2012,male,white,hispanic,15 to 17,never married,35000 - 49999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,school
2012,male,other,non-hispanic,12 to 14,never married,75000 or more,under 100000,west,rural,unknown number of offenders,no weapon,simple assault,yes,school
2012,male,other,non-hispanic,12 to 14,never married,75000 or more,under 100000,west,rural,unknown number of offenders,no weapon,simple assault,yes,school
2012,female,black,non-hispanic,35 to 49,divorced,15000 - 24999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,yes,commercial place parking lot or public area
2012,female,white,hispanic,25 to 34,married,less than 7500,250000 - 499999,west,urban,intimates,no weapon,rape/sexual assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,married,50000 - 74999,under 100000,south,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,21 to 24,never married,25000 - 34999,under 100000,west,suburban,well-known acquaintances,no weapon,robbery,no,at or near friend neighbor or relative home
2012,female,black,non-hispanic,35 to 49,never married,25000 - 34999,under 100000,west,suburban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2012,female,black,non-hispanic,35 to 49,never married,25000 - 34999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,white,hispanic,18 to 20,never married,75000 or more,not a place,west,suburban,stranger,knife,aggravated assault,yes,commercial place parking lot or public area
2012,male,other,hispanic,25 to 34,never married,less than 7500,not a place,south,rural,well-known acquaintances,no weapon,robbery,yes,commercial place parking lot or public area
2012,male,white,hispanic,15 to 17,never married,15000 - 24999,not a place,south,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,married,unknown,500000 - 999999,south,urban,other relatives,no weapon,robbery,no,at or near victim's home
2012,female,white,non-hispanic,50 to 64,married,unknown,500000 - 999999,south,urban,other relatives,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,married,unknown,not a place,south,rural,other relatives,no weapon,simple assault,yes,at or near victim's home
2012,female,white,non-hispanic,35 to 49,married,75000 or more,under 100000,south,suburban,well-known acquaintances,do not know,rape/sexual assault,no,commercial place parking lot or public area
2012,male,other,non-hispanic,21 to 24,never married,50000 - 74999,not a place,west,suburban,stranger,no weapon,simple assault,yes,commercial place parking lot or public area
2012,male,white,hispanic,25 to 34,married,15000 - 24999,under 100000,west,suburban,stranger,other,aggravated assault,no,commercial place parking lot or public area
2012,male,white,hispanic,15 to 17,never married,unknown,under 100000,west,rural,well-known acquaintances,firearm,robbery,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,never married,unknown,not a place,south,suburban,stranger,firearm,aggravated assault,no,at or near victim's home
2012,male,white,non-hispanic,12 to 14,never married,unknown,under 100000,west,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,black,non-hispanic,35 to 49,never married,unknown,1000000 or more,northeast,urban,unknown relationship,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,50000 - 74999,under 100000,south,rural,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,21 to 24,divorced,15000 - 24999,500000 - 999999,south,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,35000 - 49999,not a place,northeast,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,other,hispanic,35 to 49,married,75000 or more,500000 - 999999,south,urban,well-known acquaintances,no weapon,rape/sexual assault,yes,at or near victim's home
2012,male,other,hispanic,35 to 49,married,75000 or more,500000 - 999999,south,urban,well-known acquaintances,no weapon,rape/sexual assault,yes,at or near victim's home
2012,male,black,non-hispanic,25 to 34,married,50000 - 74999,not a place,south,suburban,well-known acquaintances,knife,aggravated assault,yes,commercial place parking lot or public area
2012,female,black,non-hispanic,25 to 34,never married,less than 7500,under 100000,south,urban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2012,female,white,hispanic,65 and older,married,15000 - 24999,1000000 or more,south,urban,well-known acquaintances,no weapon,simple assault,yes,at or near victim's home
2012,male,black,non-hispanic,15 to 17,never married,75000 or more,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,black,non-hispanic,35 to 49,never married,7500 - 14999,under 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,black,non-hispanic,35 to 49,never married,7500 - 14999,under 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,black,non-hispanic,35 to 49,never married,7500 - 14999,under 100000,northeast,suburban,well-known acquaintances,no weapon,rape/sexual assault,no,at or near victim's home
2012,female,black,non-hispanic,35 to 49,never married,7500 - 14999,under 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,white,hispanic,35 to 49,married,25000 - 34999,1000000 or more,south,urban,unknown number of offenders,firearm,aggravated assault,no,at or near victim's home
2012,male,white,hispanic,35 to 49,married,7500 - 14999,under 100000,west,suburban,unknown relationship,other,aggravated assault,no,at or near friend neighbor or relative home
2012,female,white,non-hispanic,21 to 24,divorced,unknown,under 100000,south,rural,intimates,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,white,non-hispanic,21 to 24,divorced,unknown,under 100000,south,rural,intimates,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,black,non-hispanic,35 to 49,married,25000 - 34999,100000 - 249999,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,50 to 64,never married,75000 or more,250000 - 499999,west,urban,stranger,no weapon,personal theft,no,commercial place parking lot or public area
2012,female,white,non-hispanic,18 to 20,never married,7500 - 14999,1000000 or more,west,urban,stranger,do not know,rape/sexual assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,married,50000 - 74999,under 100000,south,rural,well-known acquaintances,do not know,simple assault,no,at or near victim's home
2012,female,white,hispanic,21 to 24,never married,50000 - 74999,500000 - 999999,west,urban,stranger,firearm,robbery,no,commercial place parking lot or public area
2012,male,white,hispanic,12 to 14,never married,50000 - 74999,250000 - 499999,west,urban,stranger,other,aggravated assault,no,school
2012,female,black,non-hispanic,25 to 34,never married,unknown,250000 - 499999,west,urban,intimates,firearm,aggravated assault,no,at or near victim's home
2012,male,black,non-hispanic,50 to 64,married,7500 - 14999,under 100000,south,suburban,stranger,firearm,robbery,no,commercial place parking lot or public area
2012,female,white,hispanic,25 to 34,married,unknown,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,school
2012,female,white,non-hispanic,35 to 49,widowed,25000 - 34999,100000 - 249999,west,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,widowed,25000 - 34999,100000 - 249999,west,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,widowed,25000 - 34999,100000 - 249999,west,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,widowed,25000 - 34999,100000 - 249999,west,urban,intimates,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,male,white,non-hispanic,50 to 64,never married,less than 7500,1000000 or more,west,urban,unknown relationship,other,aggravated assault,yes,at or near victim's home
2012,male,white,hispanic,21 to 24,never married,35000 - 49999,under 100000,west,suburban,well-known acquaintances,do not know,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,never married,50000 - 74999,1000000 or more,west,urban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2012,female,white,non-hispanic,25 to 34,married,75000 or more,under 100000,west,suburban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,divorced,25000 - 34999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,unknown,250000 - 499999,west,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,female,white,hispanic,50 to 64,never married,50000 - 74999,not a place,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,hispanic,25 to 34,never married,unknown,under 100000,west,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,50 to 64,married,75000 or more,under 100000,south,rural,stranger,no weapon,personal theft,no,commercial place parking lot or public area
2012,female,white,hispanic,25 to 34,married,15000 - 24999,1000000 or more,south,urban,stranger,no weapon,simple assault,no,at or near victim's home
2012,female,white,hispanic,25 to 34,married,15000 - 24999,1000000 or more,south,urban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,18 to 20,never married,unknown,1000000 or more,northeast,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,25 to 34,married,unknown,under 100000,south,suburban,stranger,no weapon,simple assault,yes,commercial place parking lot or public area
2012,female,black,non-hispanic,25 to 34,never married,unknown,500000 - 999999,south,urban,intimates,firearm,robbery,yes,commercial place parking lot or public area
2012,female,black,non-hispanic,25 to 34,never married,unknown,500000 - 999999,south,urban,unknown number of offenders,no weapon,robbery,no,other location
2012,male,white,non-hispanic,35 to 49,married,75000 or more,not a place,south,suburban,other relatives,no weapon,simple assault,yes,at or near victim's home
2012,female,white,hispanic,35 to 49,married,25000 - 34999,under 100000,west,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2012,male,white,hispanic,18 to 20,never married,75000 or more,500000 - 999999,west,urban,unknown relationship,no weapon,aggravated assault,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,less than 7500,not a place,south,rural,other relatives,no weapon,simple assault,yes,at or near victim's home
2012,female,white,non-hispanic,35 to 49,divorced,25000 - 34999,under 100000,west,suburban,intimates,no weapon,simple assault,yes,other location
2012,female,white,non-hispanic,15 to 17,never married,35000 - 49999,under 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,black,non-hispanic,50 to 64,divorced,7500 - 14999,under 100000,south,suburban,intimates,no weapon,rape/sexual assault,no,at or near victim's home
2012,female,white,non-hispanic,12 to 14,never married,35000 - 49999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,school
2012,male,white,non-hispanic,35 to 49,married,75000 or more,100000 - 249999,west,suburban,stranger,other,aggravated assault,no,commercial place parking lot or public area
2012,male,white,hispanic,21 to 24,never married,unknown,100000 - 249999,west,suburban,unknown relationship,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,25 to 34,married,50000 - 74999,500000 - 999999,west,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,18 to 20,never married,unknown,250000 - 499999,west,urban,stranger,unknown weapon type,aggravated assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,35 to 49,married,unknown,under 100000,west,suburban,stranger,unknown weapon type,aggravated assault,no,at or near victim's home
2012,female,white,hispanic,35 to 49,married,50000 - 74999,under 100000,west,suburban,stranger,do not know,simple assault,no,at or near victim's home
2012,female,white,hispanic,50 to 64,married,75000 or more,1000000 or more,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,75000 or more,under 100000,west,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2012,male,white,hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,other location
2012,female,white,non-hispanic,21 to 24,never married,50000 - 74999,100000 - 249999,west,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,male,other,non-hispanic,35 to 49,married,75000 or more,under 100000,west,urban,stranger,no weapon,rape/sexual assault,no,other location
2012,female,white,non-hispanic,35 to 49,divorced,25000 - 34999,under 100000,west,urban,other relatives,no weapon,simple assault,yes,at or near victim's home
2012,female,white,non-hispanic,21 to 24,never married,7500 - 14999,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,unknown,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,other location
2012,male,white,non-hispanic,50 to 64,married,50000 - 74999,1000000 or more,west,urban,unknown number of offenders,do not know,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,married,unknown,100000 - 249999,west,suburban,unknown number of offenders,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,25 to 34,never married,75000 or more,500000 - 999999,west,urban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,65 and older,married,75000 or more,500000 - 999999,west,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,male,other,non-hispanic,25 to 34,married,25000 - 34999,1000000 or more,west,urban,stranger,do not know,robbery,no,at or near victim's home
2012,female,white,hispanic,35 to 49,never married,unknown,250000 - 499999,west,urban,intimates,no weapon,simple assault,no,at or near victim's home
2012,male,white,hispanic,25 to 34,married,35000 - 49999,250000 - 499999,west,urban,stranger,do not know,simple assault,yes,at or near victim's home
2012,male,other,non-hispanic,65 and older,divorced,7500 - 14999,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,yes,commercial place parking lot or public area
2012,female,white,hispanic,15 to 17,never married,unknown,under 100000,west,rural,well-known acquaintances,no weapon,simple assault,no,school
2012,male,white,hispanic,50 to 64,never married,unknown,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,other,hispanic,25 to 34,never married,35000 - 49999,under 100000,west,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,married,75000 or more,100000 - 249999,west,urban,stranger,no weapon,simple assault,no,school
2012,male,white,non-hispanic,35 to 49,never married,75000 or more,250000 - 499999,west,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,divorced,75000 or more,250000 - 499999,west,urban,stranger,do not know,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,50 to 64,divorced,75000 or more,250000 - 499999,west,urban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,35000 - 49999,not a place,south,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,35000 - 49999,not a place,south,suburban,stranger,do not know,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,35000 - 49999,not a place,south,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,female,white,hispanic,35 to 49,divorced,15000 - 24999,under 100000,south,suburban,well-known acquaintances,no weapon,simple assault,yes,school
2012,female,white,non-hispanic,65 and older,divorced,less than 7500,100000 - 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,yes,at or near victim's home
2012,male,white,hispanic,15 to 17,never married,75000 or more,100000 - 249999,midwest,suburban,stranger,no weapon,simple assault,no,school
2012,female,white,non-hispanic,35 to 49,married,unknown,not a place,midwest,suburban,well-known acquaintances,other,aggravated assault,no,at or near victim's home
2012,female,white,non-hispanic,21 to 24,never married,unknown,500000 - 999999,midwest,urban,stranger,firearm,robbery,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,married,75000 or more,under 100000,west,suburban,unknown relationship,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,hispanic,25 to 34,never married,35000 - 49999,100000 - 249999,west,suburban,well-known acquaintances,no weapon,simple assault,yes,at or near victim's home
2012,male,other,non-hispanic,25 to 34,married,75000 or more,100000 - 249999,west,suburban,stranger,no weapon,simple assault,no,other location
2012,male,other,non-hispanic,25 to 34,married,75000 or more,100000 - 249999,west,suburban,stranger,firearm,aggravated assault,no,other location
2012,male,other,non-hispanic,25 to 34,married,75000 or more,100000 - 249999,west,suburban,stranger,no weapon,simple assault,no,other location
2012,male,other,non-hispanic,25 to 34,married,75000 or more,100000 - 249999,west,suburban,stranger,no weapon,simple assault,no,other location
2012,female,white,non-hispanic,65 and older,married,75000 or more,under 100000,west,suburban,stranger,unknown weapon type,aggravated assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,65 and older,married,75000 or more,250000 - 499999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,hispanic,12 to 14,never married,35000 - 49999,100000 - 249999,west,suburban,well-known acquaintances,other,aggravated assault,no,at or near victim's home
2012,male,white,non-hispanic,35 to 49,married,75000 or more,500000 - 999999,west,urban,unknown number of offenders,do not know,personal theft,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,widowed,less than 7500,100000 - 249999,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,12 to 14,never married,15000 - 24999,under 100000,south,urban,well-known acquaintances,no weapon,simple assault,no,school
2012,female,white,non-hispanic,50 to 64,widowed,75000 or more,not a place,south,suburban,intimates,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,50 to 64,widowed,75000 or more,not a place,south,suburban,intimates,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,50000 - 74999,under 100000,midwest,urban,well-known acquaintances,no weapon,simple assault,no,other location
2012,male,white,non-hispanic,35 to 49,divorced,75000 or more,100000 - 249999,south,urban,stranger,no weapon,simple assault,no,school
2012,female,white,non-hispanic,25 to 34,never married,35000 - 49999,under 100000,west,rural,stranger,firearm,aggravated assault,no,at or near victim's home
2012,female,white,non-hispanic,50 to 64,married,75000 or more,under 100000,west,suburban,unknown number of offenders,no weapon,simple assault,no,at or near victim's home
2012,female,white,hispanic,65 and older,widowed,unknown,100000 - 249999,west,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,divorced,75000 or more,1000000 or more,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,25 to 34,divorced,unknown,under 100000,south,suburban,intimates,other,aggravated assault,yes,at or near victim's home
2012,female,white,non-hispanic,35 to 49,divorced,25000 - 34999,under 100000,south,rural,intimates,no weapon,simple assault,yes,at or near victim's home
2012,female,white,hispanic,50 to 64,married,75000 or more,under 100000,west,urban,well-known acquaintances,no weapon,simple assault,no,school
2012,male,black,hispanic,18 to 20,never married,75000 or more,100000 - 249999,west,suburban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2012,female,white,hispanic,50 to 64,married,50000 - 74999,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,school
2012,female,white,non-hispanic,50 to 64,widowed,50000 - 74999,under 100000,south,suburban,unknown relationship,no weapon,simple assault,no,school
2012,male,white,non-hispanic,12 to 14,never married,50000 - 74999,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2012,male,white,non-hispanic,35 to 49,married,75000 or more,not a place,midwest,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,never married,50000 - 74999,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,married,75000 or more,under 100000,midwest,suburban,stranger,no weapon,rape/sexual assault,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,75000 or more,not a place,south,suburban,stranger,firearm,aggravated assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,do not know,robbery,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,unknown relationship,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,male,white,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,65 and older,divorced,unknown,under 100000,south,urban,stranger,no weapon,simple assault,no,at or near victim's home
2012,male,white,non-hispanic,35 to 49,divorced,25000 - 34999,under 100000,south,suburban,other relatives,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,never married,75000 or more,100000 - 249999,south,urban,unknown number of offenders,do not know,personal theft,no,commercial place parking lot or public area
2012,female,white,non-hispanic,25 to 34,never married,7500 - 14999,under 100000,south,rural,intimates,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,female,white,non-hispanic,18 to 20,never married,7500 - 14999,under 100000,midwest,urban,well-known acquaintances,firearm,robbery,no,commercial place parking lot or public area
2012,male,white,non-hispanic,65 and older,divorced,unknown,not a place,south,suburban,stranger,unknown weapon type,aggravated assault,yes,commercial place parking lot or public area
2012,male,white,hispanic,50 to 64,married,50000 - 74999,250000 - 499999,west,urban,stranger,unknown weapon type,robbery,no,at or near victim's home
2012,male,white,non-hispanic,25 to 34,never married,75000 or more,under 100000,south,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2012,male,white,non-hispanic,12 to 14,never married,less than 7500,under 100000,midwest,suburban,other relatives,no weapon,simple assault,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,12 to 14,never married,less than 7500,under 100000,midwest,suburban,other relatives,knife,aggravated assault,no,at or near friend neighbor or relative home
2012,female,white,non-hispanic,65 and older,widowed,less than 7500,250000 - 499999,south,urban,stranger,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,25 to 34,never married,less than 7500,under 100000,midwest,rural,other relatives,no weapon,simple assault,yes,at or near friend neighbor or relative home
2012,female,white,non-hispanic,25 to 34,never married,25000 - 34999,under 100000,midwest,suburban,unknown relationship,do not know,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,35 to 49,never married,35000 - 49999,under 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,35 to 49,married,35000 - 49999,not a place,midwest,suburban,intimates,other,aggravated assault,yes,at or near victim's home
2012,male,white,hispanic,35 to 49,married,7500 - 14999,not a place,west,suburban,stranger,knife,robbery,yes,commercial place parking lot or public area
2012,male,white,non-hispanic,50 to 64,widowed,unknown,1000000 or more,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victim's home
2012,female,other,non-hispanic,35 to 49,married,75000 or more,under 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2012,female,white,non-hispanic,50 to 64,widowed,15000 - 24999,under 100000,west,suburban,stranger,no weapon,simple assault,no,at or near victim's home
2012,female,white,hispanic,18 to 20,never married,25000 - 34999,under 100000,west,suburban,well-known acquaintances,no weapon,simple assault,yes,commercial place parking lot or public area
2012,female,white,hispanic,25 to 34,never married,less than 7500,1000000 or more,west,urban,unknown number of offenders,no weapon,simple assault,no,at or near victim's home
2012,female,white,non-hispanic,25 to 34,married,unknown,under 100000,midwest,rural,other relatives,other,aggravated assault,yes,at or near victim's home
2012,female,white,non-hispanic,50 to 64,married,unknown,under 100000,midwest,rural,other relatives,other,aggravated assault,yes,at or near victim's home
2012,male,white,hispanic,35 to 49,married,unknown,under 100000,midwest,rural,well-known acquaintances,no weapon,simple assault,no,at or near friend neighbor or relative home
2012,male,white,non-hispanic,50 to 64,married,75000 or more,not a place,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2012,female,white,non-hispanic,50 to 64,widowed,15000 - 24999,under 100000,midwest,urban,stranger,firearm,robbery,no,at or near victim's home
